time_period,time_identifier,geographic_level,country_code,country_name,gender,subject,mode_of_study,level,domicile,t_students
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,First degree,Total,842650
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,First degree,UK students,714125
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Masters and others,Overseas students,84785
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Masters and others,Total,160905
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Masters and others,UK students,76115
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Other Undergraduate,Overseas students,4700
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Other Undergraduate,Total,80015
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Other Undergraduate,UK students,75320
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,PhD and equivalent,Overseas students,17590
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,PhD and equivalent,Total,36530
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,PhD and equivalent,UK students,18940
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total,Overseas students,235500
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total,Total,1120100
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total,UK students,884600
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total Postgraduate,Overseas students,102375
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total Postgraduate,Total,197430
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total Postgraduate,UK students,95055
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total Undergraduate,Overseas students,133125
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total Undergraduate,Total,922665
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total Undergraduate,UK students,789540
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,First degree,Overseas students,1965
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,First degree,Total,96590
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,First degree,UK students,94625
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Masters and others,Overseas students,9170
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Masters and others,Total,130715
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Masters and others,UK students,121550
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Other Undergraduate,Overseas students,6000
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Other Undergraduate,Total,103630
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Other Undergraduate,UK students,97630
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,PhD and equivalent,Overseas students,2070
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,PhD and equivalent,Total,12985
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,PhD and equivalent,UK students,10920
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total,Overseas students,19200
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total,Total,343920
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total,UK students,324720
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total Postgraduate,Overseas students,11235
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total Postgraduate,Total,143700
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total Postgraduate,UK students,132465
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total Undergraduate,Overseas students,7965
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total Undergraduate,Total,200220
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total Undergraduate,UK students,192255
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Total,First degree,Overseas students,130490
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Total,First degree,Total,939240
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Total,First degree,UK students,808745
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Masters and others,Overseas students,93955
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Masters and others,Total,291620
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Masters and others,UK students,197665
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Other Undergraduate,Overseas students,10700
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Other Undergraduate,Total,183650
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Other Undergraduate,UK students,172950
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Total,PhD and equivalent,Overseas students,19655
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Total,PhD and equivalent,Total,49515
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Total,PhD and equivalent,UK students,29860
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total,Overseas students,254700
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total,Total,1464020
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total,UK students,1209315
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total Postgraduate,Overseas students,113610
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total Postgraduate,Total,341135
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total Postgraduate,UK students,227525
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total Undergraduate,Overseas students,141090
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total Undergraduate,Total,1122885
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total Undergraduate,UK students,981795
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,First degree,Overseas students,112225
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,First degree,Total,666225
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,First degree,UK students,553995
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Masters and others,Overseas students,60000
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Masters and others,Total,110175
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Masters and others,UK students,50175
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Other Undergraduate,Overseas students,4590
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Other Undergraduate,Total,63640
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Other Undergraduate,UK students,59050
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,PhD and equivalent,Overseas students,20735
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,PhD and equivalent,Total,40735
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,PhD and equivalent,UK students,20005
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total,Overseas students,197550
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total,Total,880775
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total,UK students,683225
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total Postgraduate,Overseas students,80735
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total Postgraduate,Total,150910
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total Postgraduate,UK students,70175
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total Undergraduate,Overseas students,116915
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total Undergraduate,Total,729965
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total Undergraduate,UK students,613050
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,First degree,Overseas students,2745
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,First degree,Total,74435
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,First degree,UK students,71690
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Masters and others,Overseas students,9220
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Masters and others,Total,80510
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Masters and others,UK students,71290
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Other Undergraduate,Overseas students,5255
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Other Undergraduate,Total,69840
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Other Undergraduate,UK students,64590
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,PhD and equivalent,Overseas students,2370
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,PhD and equivalent,Total,11385
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,PhD and equivalent,UK students,9015
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total,Overseas students,19585
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total,Total,236070
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total,UK students,216480
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Postgraduate,Overseas students,11590
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Postgraduate,Total,91895
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Postgraduate,UK students,80300
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Undergraduate,Overseas students,7995
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Undergraduate,Total,144275
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Undergraduate,UK students,136280
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Total,First degree,Overseas students,114970
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Total,First degree,Total,740655
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Total,First degree,UK students,625685
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Masters and others,Overseas students,69220
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Masters and others,Total,190685
